"","hex_id","na.cnt","na.cnt.2","trend","p.val","r2","std.er","trnd.strngth","seas.strngth"
"150",379,NA,NA,NA,NA,NA,NA,NA,NA
"151",380,NA,NA,NA,NA,NA,NA,NA,NA
"152",381,NA,NA,NA,NA,NA,NA,NA,NA
"153",382,NA,NA,NA,NA,NA,NA,NA,NA
"154",383,NA,NA,NA,NA,NA,NA,NA,NA
"155",384,NA,NA,NA,NA,NA,NA,NA,NA
"156",385,NA,NA,NA,NA,NA,NA,NA,NA
"157",386,NA,NA,NA,NA,NA,NA,NA,NA
"158",387,NA,NA,NA,NA,NA,NA,NA,NA
"159",388,NA,NA,NA,NA,NA,NA,NA,NA
"160",393,NA,NA,NA,NA,NA,NA,NA,NA
"161",394,NA,NA,NA,NA,NA,NA,NA,NA
"162",395,NA,NA,NA,NA,NA,NA,NA,NA
"163",396,NA,NA,NA,NA,NA,NA,NA,NA
"164",397,NA,NA,NA,NA,NA,NA,NA,NA
"165",398,NA,NA,NA,NA,NA,NA,NA,NA
"166",399,NA,NA,NA,NA,NA,NA,NA,NA
"167",400,NA,NA,NA,NA,NA,NA,NA,NA
"168",401,NA,NA,NA,NA,NA,NA,NA,NA
"169",402,NA,NA,NA,NA,NA,NA,NA,NA
"170",403,NA,NA,NA,NA,NA,NA,NA,NA
"171",404,NA,NA,NA,NA,NA,NA,NA,NA
"172",405,NA,NA,NA,NA,NA,NA,NA,NA
"173",406,NA,NA,NA,NA,NA,NA,NA,NA
"174",407,NA,NA,NA,NA,NA,NA,NA,NA
"175",408,NA,NA,NA,NA,NA,NA,NA,NA
"176",409,NA,NA,NA,NA,NA,NA,NA,NA
"177",410,NA,NA,NA,NA,NA,NA,NA,NA
"178",411,NA,NA,NA,NA,NA,NA,NA,NA
"179",412,NA,NA,NA,NA,NA,NA,NA,NA
"180",413,NA,NA,NA,NA,NA,NA,NA,NA
"181",414,NA,NA,NA,NA,NA,NA,NA,NA
"182",415,NA,NA,NA,NA,NA,NA,NA,NA
"183",419,NA,NA,NA,NA,NA,NA,NA,NA
"184",420,NA,NA,NA,NA,NA,NA,NA,NA
"185",421,NA,NA,NA,NA,NA,NA,NA,NA
"186",422,NA,NA,NA,NA,NA,NA,NA,NA
"187",423,NA,NA,NA,NA,NA,NA,NA,NA
"188",424,NA,NA,NA,NA,NA,NA,NA,NA
"189",425,NA,NA,NA,NA,NA,NA,NA,NA
"190",426,NA,NA,NA,NA,NA,NA,NA,NA
"191",427,NA,NA,NA,NA,NA,NA,NA,NA
"192",428,NA,NA,NA,NA,NA,NA,NA,NA
"193",429,NA,NA,NA,NA,NA,NA,NA,NA
"194",430,NA,NA,NA,NA,NA,NA,NA,NA
"195",431,NA,NA,NA,NA,NA,NA,NA,NA
"196",432,NA,NA,NA,NA,NA,NA,NA,NA
"197",433,NA,NA,NA,NA,NA,NA,NA,NA
"198",434,NA,NA,NA,NA,NA,NA,NA,NA
"199",435,NA,NA,NA,NA,NA,NA,NA,NA
"200",436,NA,NA,NA,NA,NA,NA,NA,NA
"201",437,NA,NA,NA,NA,NA,NA,NA,NA
"202",438,NA,NA,NA,NA,NA,NA,NA,NA
"203",439,NA,NA,NA,NA,NA,NA,NA,NA
"204",440,NA,NA,NA,NA,NA,NA,NA,NA
"205",441,NA,NA,NA,NA,NA,NA,NA,NA
"206",445,NA,NA,NA,NA,NA,NA,NA,NA
"207",446,NA,NA,NA,NA,NA,NA,NA,NA
"208",447,NA,NA,NA,NA,NA,NA,NA,NA
"209",448,NA,NA,NA,NA,NA,NA,NA,NA
"210",449,NA,NA,NA,NA,NA,NA,NA,NA
"211",450,NA,NA,NA,NA,NA,NA,NA,NA
"212",451,NA,NA,NA,NA,NA,NA,NA,NA
"213",452,NA,NA,NA,NA,NA,NA,NA,NA
"214",453,NA,NA,NA,NA,NA,NA,NA,NA
"215",454,NA,NA,NA,NA,NA,NA,NA,NA
"216",455,NA,NA,NA,NA,NA,NA,NA,NA
"217",456,NA,NA,NA,NA,NA,NA,NA,NA
"218",457,NA,NA,NA,NA,NA,NA,NA,NA
"219",458,NA,NA,NA,NA,NA,NA,NA,NA
"220",459,NA,NA,NA,NA,NA,NA,NA,NA
"221",460,NA,NA,NA,NA,NA,NA,NA,NA
"222",461,NA,NA,NA,NA,NA,NA,NA,NA
"223",462,NA,NA,NA,NA,NA,NA,NA,NA
"224",463,NA,NA,NA,NA,NA,NA,NA,NA
"225",464,NA,NA,NA,NA,NA,NA,NA,NA
"226",465,NA,NA,NA,NA,NA,NA,NA,NA
"227",466,NA,NA,NA,NA,NA,NA,NA,NA
"228",467,NA,NA,NA,NA,NA,NA,NA,NA
"229",468,NA,NA,NA,NA,NA,NA,NA,NA
"230",471,NA,NA,NA,NA,NA,NA,NA,NA
"231",472,NA,NA,NA,NA,NA,NA,NA,NA
"232",473,NA,NA,NA,NA,NA,NA,NA,NA
"233",474,NA,NA,NA,NA,NA,NA,NA,NA
"234",475,NA,NA,NA,NA,NA,NA,NA,NA
"235",476,NA,NA,NA,NA,NA,NA,NA,NA
"236",477,NA,NA,NA,NA,NA,NA,NA,NA
"237",478,NA,NA,NA,NA,NA,NA,NA,NA
"238",479,NA,NA,NA,NA,NA,NA,NA,NA
